phase,magnetic_state,source,path,natoms,total_frames,valid_frames,volume_per_atom_A3,target_temperature_K,mean_temperature_K,min_temperature_K,max_temperature_K,mean_pressure_GPa,min_pressure_GPa,max_pressure_GPa,mean_energy_eV_atom,min_energy_eV_atom,max_energy_eV_atom,mean_force_rms_eV_A,mean_displacement_rms_A,mean_abs_magnetization_Bohr_atom
BCC,non-magnetic,2.31_5500K,dataset/bcc/non-mag/2.31_5500K.npz,128,400,399,6.16322791145826,5500.0,5199.280670548442,2549.3955078125,6619.88623046875,487.84384308243756,457.44903564453125,498.5169982910156,-4475.077123869633,-4475.407569722494,-4474.877498526939,4.935492996521824,0.33413628001579077,0.0
BCC,non-magnetic,2.31_6000K,dataset/bcc/non-mag/2.31_6000K.npz,128,400,399,6.16322791145826,6000.0,5453.621732554041,3495.242919921875,6658.1826171875,490.75389577153334,458.843017578125,498.7970275878906,-4475.016683035502,-4475.408327323621,-4474.882450006404,5.129704295631663,0.3414092554491469,0.0
BCC,non-magnetic,2.32_4000K,dataset/bcc/non-mag/2.32_4000K.npz,128,400,399,6.243628393688242,4000.0,3660.6424545249843,2110.98193359375,4438.15087890625,452.25889759493947,434.7950134277344,458.7680358886719,-4475.548154105202,-4475.637354808048,-4475.375980954543,4.050056084157983,0.3210137114534917,0.0
BCC,non-magnetic,2.32_4500K,dataset/bcc/non-mag/2.32_4500K.npz,128,400,399,6.243628393688242,4500.0,4179.167339736059,2641.37060546875,5046.2001953125,457.9797728880306,435.2680358886719,463.7890319824219,-4475.4209270218325,-4475.637112831861,-4475.30428041606,4.43259210667977,0.2997872209300989,0.0
BCC,non-magnetic,2.32_5000K,dataset/bcc/non-mag/2.32_5000K.npz,128,400,399,6.243628393688242,5000.0,4725.271678341362,2918.401611328125,5830.77001953125,460.5248403142867,433.74200439453125,470.0810241699219,-4475.380194213119,-4475.6367696112475,-4475.209576086137,4.625544727958789,0.3388147960978247,0.0
BCC,non-magnetic,2.32_5500K,dataset/bcc/non-mag/2.32_5500K.npz,128,400,399,6.243628393688242,5500.0,5289.782436437774,3139.391845703125,6224.775390625,465.54068758015643,434.083984375,472.23199462890625,-4475.272781777168,-4475.636739325825,-4475.146746728421,4.970555304066764,0.3338835090056705,0.0
BCC,non-magnetic,2.32_6000K,dataset/bcc/non-mag/2.32_6000K.npz,128,400,399,6.243628393688242,6000.0,5485.350891878133,3379.08447265625,6683.4326171875,466.85703118881185,434.375,476.1340026855469,-4475.245954470192,-4475.635909624092,-4475.075923342589,5.019420008356898,0.3415236174846927,0.0
BCC,non-magnetic,2.33_4000K,dataset/bcc/non-mag/2.33_4000K.npz,128,400,399,6.324617347411708,4000.0,3973.3892146136827,2173.1904296875,5209.59130859375,432.8303539304805,413.0450134277344,438.6210021972656,-4475.693098666389,-4475.855522792739,-4475.524075537466,4.13549888620079,0.3285071835220781,0.0
BCC,non-magnetic,2.33_4500K,dataset/bcc/non-mag/2.33_4500K.npz,128,400,399,6.324617347411708,4500.0,4384.411605184837,2328.090576171875,5316.9345703125,435.72499799608886,412.70098876953125,445.8059997558594,-4475.639227745386,-4475.855240367252,-4475.4121628705225,4.4068896176732,0.33999326414302783,0.0
BCC,non-magnetic,2.33_5000K,dataset/bcc/non-mag/2.33_5000K.npz,128,400,399,6.324617347411708,5000.0,4683.481475294682,2371.7705078125,5689.8662109375,438.2452869080661,413.1750183105469,447.3830261230469,-4475.579821670227,-4475.854404170926,-4475.417723449227,4.645661276994819,0.32083195639355727,0.0
BCC,non-magnetic,2.33_5500K,dataset/bcc/non-mag/2.33_5500K.npz,128,400,399,6.324617347411708,5500.0,5027.715334478775,2504.552978515625,7003.5380859375,440.8651113103804,411.98199462890625,449.3799743652344,-4475.528904907048,-4475.854982888015,-4475.382313655262,4.745566071062584,0.3293990249828596,0.0
BCC,non-magnetic,2.33_6000K,dataset/bcc/non-mag/2.33_6000K.npz,128,400,399,6.324617347411708,6000.0,5940.049663954809,3380.5673828125,7008.28173828125,448.97990551329497,411.208984375,457.8410339355469,-4475.359042053592,-4475.854922799747,-4475.1856995500775,5.122371695545707,0.3639112299727616,0.0
BCC,non-magnetic,2.34_4000K,dataset/bcc/non-mag/2.34_4000K.npz,128,400,399,6.406412310900512,4000.0,3789.8066620408445,2337.8486328125,4585.64599609375,409.02879000785657,390.6540222167969,417.2669982910156,-4475.953325574567,-4476.089136965679,-4475.795094106407,3.9439114099429213,0.34126091979491274,0.0
BCC,non-magnetic,2.34_4500K,dataset/bcc/non-mag/2.34_4500K.npz,128,400,399,6.406412310900512,4500.0,4348.7970916059685,2337.314208984375,5455.63720703125,413.9611067616551,389.88702392578125,420.6930236816406,-4475.830583804563,-4476.063938925665,-4475.724910934335,4.2942181870335006,0.3099442589002017,0.0
BCC,non-magnetic,2.34_5000K,dataset/bcc/non-mag/2.34_5000K.npz,128,400,399,6.406412310900512,5000.0,4825.9412545034465,2598.60009765625,6043.181640625,416.6873237781955,391.41900634765625,424.14501953125,-4475.784274527462,-4476.063905378065,-4475.611346253516,4.476521306832854,0.33719888015204225,0.0
BCC,non-magnetic,2.34_5500K,dataset/bcc/non-mag/2.34_5500K.npz,128,400,399,6.406412310900512,5500.0,5297.0429920014885,3272.49560546875,6379.1796875,420.8289846166931,391.2950134277344,430.677001953125,-4475.705349432557,-4476.063495045246,-4475.537151669267,4.7787558053371075,0.36178987828098125,0.0
BCC,non-magnetic,2.34_6000K,dataset/bcc/non-mag/2.34_6000K.npz,128,400,399,6.406412310900512,6000.0,5547.008713801104,3349.203125,6921.0068359375,422.0450547297198,390.2840270996094,429.00201416015625,-4475.672516176434,-4476.0631440630095,-4475.544618971048,4.859571603357973,0.3540149958840864,0.0
BCC,non-magnetic,2.35_4000K,dataset/bcc/non-mag/2.35_4000K.npz,128,400,399,6.488909476433735,4000.0,3770.7552848184914,2319.474609375,4645.35546875,388.0751983719063,368.9639892578125,397.8739929199219,-4476.155004009809,-4476.265117170054,-4475.955337211556,3.9213016290099905,0.3527075025662183,0.0
