# segment point distance q1 q2 q3 frequency_1_THz frequency_2_THz frequency_3_THz
2.0000000000 13.0000000000 0.7856029226 0.0000000000 0.0000000000 0.4350000000 1.0942487035 9.8096595637 22.3701922967
2.0000000000 14.0000000000 0.7886907252 0.0000000000 0.0000000000 0.4300000000 1.1259361268 9.7900918604 22.3245803956
2.0000000000 15.0000000000 0.7917785278 0.0000000000 0.0000000000 0.4250000000 1.1583463447 9.7689254573 22.2752648503
2.0000000000 16.0000000000 0.7948663303 0.0000000000 0.0000000000 0.4200000000 1.1912915259 9.7461303192 22.2221802554
2.0000000000 17.0000000000 0.7979541329 0.0000000000 0.0000000000 0.4150000000 1.2245973340 9.7216749855 22.1652581020
2.0000000000 18.0000000000 0.8010419355 0.0000000000 0.0000000000 0.4100000000 1.2581023007 9.6955266882 22.1044270357
2.0000000000 19.0000000000 0.8041297381 0.0000000000 0.0000000000 0.4050000000 1.2916570420 9.6676514746 22.0396131241
2.0000000000 20.0000000000 0.8072175407 0.0000000000 0.0000000000 0.4000000000 1.3251233989 9.6380143337 21.9707401326
2.0000000000 21.0000000000 0.8103053433 0.0000000000 0.0000000000 0.3950000000 1.3583735612 9.6065793254 21.8977298075
2.0000000000 22.0000000000 0.8133931459 0.0000000000 0.0000000000 0.3900000000 1.3912892124 9.5733097132 21.8205021658
2.0000000000 23.0000000000 0.8164809485 0.0000000000 0.0000000000 0.3850000000 1.4237607191 9.5381680985 21.7389757894
2.0000000000 24.0000000000 0.8195687511 0.0000000000 0.0000000000 0.3800000000 1.4556863797 9.5011165576 21.6530681237
2.0000000000 25.0000000000 0.8226565537 0.0000000000 0.0000000000 0.3750000000 1.4869717370 9.4621167785 21.5626957793
2.0000000000 26.0000000000 0.8257443562 0.0000000000 0.0000000000 0.3700000000 1.5175289582 9.4211301999 21.4677748354
2.0000000000 27.0000000000 0.8288321588 0.0000000000 0.0000000000 0.3650000000 1.5472762793 9.3781181499 21.3682211434
2.0000000000 28.0000000000 0.8319199614 0.0000000000 0.0000000000 0.3600000000 1.5761375111 9.3330419839 21.2639506317
2.0000000000 29.0000000000 0.8350077640 0.0000000000 0.0000000000 0.3550000000 1.6040416015 9.2858632231 21.1548796079
2.0000000000 30.0000000000 0.8380955666 0.0000000000 0.0000000000 0.3500000000 1.6309222501 9.2365436912 21.0409250598
2.0000000000 31.0000000000 0.8411833692 0.0000000000 0.0000000000 0.3450000000 1.6567175686 9.1850456494 20.9220049529
2.0000000000 32.0000000000 0.8442711718 0.0000000000 0.0000000000 0.3400000000 1.6813697834 9.1313319306 20.7980385246
2.0000000000 33.0000000000 0.8473589744 0.0000000000 0.0000000000 0.3350000000 1.7048249746 9.0753660701 20.6689465733
2.0000000000 34.0000000000 0.8504467770 0.0000000000 0.0000000000 0.3300000000 1.7270328477 9.0171124349 20.5346517423
2.0000000000 35.0000000000 0.8535345795 0.0000000000 0.0000000000 0.3250000000 1.7479465332 8.9565363492 20.3950787974
2.0000000000 36.0000000000 0.8566223821 0.0000000000 0.0000000000 0.3200000000 1.7675224121 8.8936042175 20.2501548984
2.0000000000 37.0000000000 0.8597101847 0.0000000000 0.0000000000 0.3150000000 1.7857199621 8.8282836439 20.0998098621
2.0000000000 38.0000000000 0.8627979873 0.0000000000 0.0000000000 0.3100000000 1.8025016237 8.7605435475 19.9439764182
2.0000000000 39.0000000000 0.8658857899 0.0000000000 0.0000000000 0.3050000000 1.8178326818 8.6903542744 19.7825904568
2.0000000000 40.0000000000 0.8689735925 0.0000000000 0.0000000000 0.3000000000 1.8316811621 8.6176877054 19.6155912664
2.0000000000 41.0000000000 0.8720613951 0.0000000000 0.0000000000 0.2950000000 1.8440177400 8.5425173591 19.4429217631
2.0000000000 42.0000000000 0.8751491977 0.0000000000 0.0000000000 0.2900000000 1.8548156591 8.4648184907 19.2645287096
2.0000000000 43.0000000000 0.8782370003 0.0000000000 0.0000000000 0.2850000000 1.8640506602 8.3845681866 19.0803629247
2.0000000000 44.0000000000 0.8813248029 0.0000000000 0.0000000000 0.2800000000 1.8717009171 8.3017454535 18.8903794819
2.0000000000 45.0000000000 0.8844126054 0.0000000000 0.0000000000 0.2750000000 1.8777469795 8.2163313033 18.6945378977
2.0000000000 46.0000000000 0.8875004080 0.0000000000 0.0000000000 0.2700000000 1.8821717215 8.1283088327 18.4928023093
2.0000000000 47.0000000000 0.8905882106 0.0000000000 0.0000000000 0.2650000000 1.8849602953 8.0376632980 18.2851416408
2.0000000000 48.0000000000 0.8936760132 0.0000000000 0.0000000000 0.2600000000 1.8861000883 7.9443821848 18.0715297587
2.0000000000 49.0000000000 0.8967638158 0.0000000000 0.0000000000 0.2550000000 1.8855806842 7.8484552721 17.8519456158
2.0000000000 50.0000000000 0.8998516184 0.0000000000 0.0000000000 0.2500000000 1.8833938265 7.7498746925 17.6263733844
2.0000000000 51.0000000000 0.9029394210 0.0000000000 0.0000000000 0.2450000000 1.8795333849 7.6486349855 17.3948025774
2.0000000000 52.0000000000 0.9060272236 0.0000000000 0.0000000000 0.2400000000 1.8739953229 7.5447331475 17.1572281588
2.0000000000 53.0000000000 0.9091150262 0.0000000000 0.0000000000 0.2350000000 1.8667776671 7.4381686750 16.9136506416
2.0000000000 54.0000000000 0.9122028287 0.0000000000 0.0000000000 0.2300000000 1.8578804780 7.3289436039 16.6640761763
2.0000000000 55.0000000000 0.9152906313 0.0000000000 0.0000000000 0.2250000000 1.8473058211 7.2170625430 16.4085166259
2.0000000000 56.0000000000 0.9183784339 0.0000000000 0.0000000000 0.2200000000 1.8350577387 7.1025327027 16.1469896314
2.0000000000 57.0000000000 0.9214662365 0.0000000000 0.0000000000 0.2150000000 1.8211422223 6.9853639186 15.8795186653
2.0000000000 58.0000000000 0.9245540391 0.0000000000 0.0000000000 0.2100000000 1.8055671849 6.8655686703 15.6061330743
2.0000000000 59.0000000000 0.9276418417 0.0000000000 0.0000000000 0.2050000000 1.7883424331 6.7431620949 15.3268681112
2.0000000000 60.0000000000 0.9307296443 0.0000000000 0.0000000000 0.2000000000 1.7694796395 6.6181619962 15.0417649557
2.0000000000 61.0000000000 0.9338174469 0.0000000000 0.0000000000 0.1950000000 1.7489923141 6.4905888488 14.7508707250
2.0000000000 62.0000000000 0.9369052495 0.0000000000 0.0000000000 0.1900000000 1.7268957757 6.3604657973 14.4542384736
2.0000000000 63.0000000000 0.9399930520 0.0000000000 0.0000000000 0.1850000000 1.7032071225 6.2278186516 14.1519271830
2.0000000000 64.0000000000 0.9430808546 0.0000000000 0.0000000000 0.1800000000 1.6779452026 6.0926758768 13.8440017416
2.0000000000 65.0000000000 0.9461686572 0.0000000000 0.0000000000 0.1750000000 1.6511305828 5.9550685794 13.5305329139
2.0000000000 66.0000000000 0.9492564598 0.0000000000 0.0000000000 0.1700000000 1.6227855173 5.8150304886 13.2115973006
2.0000000000 67.0000000000 0.9523442624 0.0000000000 0.0000000000 0.1650000000 1.5929339156 5.6725979340 12.8872772894
2.0000000000 68.0000000000 0.9554320650 0.0000000000 0.0000000000 0.1600000000 1.5616013094 5.5278098183 12.5576609960
2.0000000000 69.0000000000 0.9585198676 0.0000000000 0.0000000000 0.1550000000 1.5288148182 5.3807075867 12.2228421960
2.0000000000 70.0000000000 0.9616076702 0.0000000000 0.0000000000 0.1500000000 1.4946031144 5.2313351920 11.8829202488
2.0000000000 71.0000000000 0.9646954728 0.0000000000 0.0000000000 0.1450000000 1.4589963878 5.0797390561 11.5380000120
2.0000000000 72.0000000000 0.9677832754 0.0000000000 0.0000000000 0.1400000000 1.4220263078 4.9259680273 11.1881917478
2.0000000000 73.0000000000 0.9708710779 0.0000000000 0.0000000000 0.1350000000 1.3837259862 4.7700733347 10.8336110213
2.0000000000 74.0000000000 0.9739588805 0.0000000000 0.0000000000 0.1300000000 1.3441299380 4.6121085383 10.4743785912
2.0000000000 75.0000000000 0.9770466831 0.0000000000 0.0000000000 0.1250000000 1.3032740414 4.4521294764 10.1106202922
2.0000000000 76.0000000000 0.9801344857 0.0000000000 0.0000000000 0.1200000000 1.2611954971 4.2901942094 9.7424669108
2.0000000000 77.0000000000 0.9832222883 0.0000000000 0.0000000000 0.1150000000 1.2179327865 4.1263629604 9.3700540534
2.0000000000 78.0000000000 0.9863100909 0.0000000000 0.0000000000 0.1100000000 1.1735256285 3.9606980528 8.9935220079
2.0000000000 79.0000000000 0.9893978935 0.0000000000 0.0000000000 0.1050000000 1.1280149363 3.7932638448 8.6130155987
2.0000000000 80.0000000000 0.9924856961 0.0000000000 0.0000000000 0.1000000000 1.0814427721 3.6241266619 8.2286840349
2.0000000000 81.0000000000 0.9955734987 0.0000000000 0.0000000000 0.0950000000 1.0338523022 3.4533547252 7.8406807533
2.0000000000 82.0000000000 0.9986613012 0.0000000000 0.0000000000 0.0900000000 0.9852877499 3.2810180788 7.4491632548
2.0000000000 83.0000000000 1.0017491038 0.0000000000 0.0000000000 0.0850000000 0.9357943488 3.1071885133 7.0542929355
2.0000000000 84.0000000000 1.0048369064 0.0000000000 0.0000000000 0.0800000000 0.8854182941 2.9319394881 6.6562349130
2.0000000000 85.0000000000 1.0079247090 0.0000000000 0.0000000000 0.0750000000 0.8342066942 2.7553460505 6.2551578469
2.0000000000 86.0000000000 1.0110125116 0.0000000000 0.0000000000 0.0700000000 0.7822075207 2.5774847538 5.8512337551
2.0000000000 87.0000000000 1.0141003142 0.0000000000 0.0000000000 0.0650000000 0.7294695585 2.3984335719 5.4446378258
2.0000000000 88.0000000000 1.0171881168 0.0000000000 0.0000000000 0.0600000000 0.6760423539 2.2182718141 5.0355482247
2.0000000000 89.0000000000 1.0202759194 0.0000000000 0.0000000000 0.0550000000 0.6219761641 2.0370800358 4.6241458989
2.0000000000 90.0000000000 1.0233637220 0.0000000000 0.0000000000 0.0500000000 0.5673219038 1.8549399499 4.2106143769
2.0000000000 91.0000000000 1.0264515246 0.0000000000 0.0000000000 0.0450000000 0.5121310931 1.6719343348 3.7951395653
2.0000000000 92.0000000000 1.0295393271 0.0000000000 0.0000000000 0.0400000000 0.4564558038 1.4881469423 3.3779095421
2.0000000000 93.0000000000 1.0326271297 0.0000000000 0.0000000000 0.0350000000 0.4003486059 1.3036624037 2.9591143482
2.0000000000 94.0000000000 1.0357149323 0.0000000000 0.0000000000 0.0300000000 0.3438625129 1.1185661348 2.5389457749
2.0000000000 95.0000000000 1.0388027349 0.0000000000 0.0000000000 0.0250000000 0.2870509274 0.9329442403 2.1175971507
2.0000000000 96.0000000000 1.0418905375 0.0000000000 0.0000000000 0.0200000000 0.2299675865 0.7468834166 1.6952631247
2.0000000000 97.0000000000 1.0449783401 0.0000000000 0.0000000000 0.0150000000 0.1726665058 0.5604708546 1.2721394497
2.0000000000 98.0000000000 1.0480661427 0.0000000000 0.0000000000 0.0100000000 0.1152019245 0.3737941416 0.8484227625
2.0000000000 99.0000000000 1.0511539453 0.0000000000 0.0000000000 0.0050000000 0.0576282497 0.1869411622 0.4243103644
2.0000000000 100.0000000000 1.0542417479 0.0000000000 0.0000000000 0.0000000000 0.0000001523 0.0000002248 0.0000002791
3.0000000000 0.0000000000 1.0542417479 0.0000000000 0.0000000000 0.0000000000 0.0000001523 0.0000002248 0.0000002791
3.0000000000 1.0000000000 1.0580235182 0.0025000000 0.0025000000 0.0025000000 0.1442192141 0.1442192141 0.5346337655
3.0000000000 2.0000000000 1.0618052886 0.0050000000 0.0050000000 0.0050000000 0.2884565263 0.2884565263 1.0688026526
3.0000000000 3.0000000000 1.0655870590 0.0075000000 0.0075000000 0.0075000000 0.4327299735 0.4327299735 1.6020428575
3.0000000000 4.0000000000 1.0693688294 0.0100000000 0.0100000000 0.0100000000 0.5770574712 0.5770574712 2.1338927210
3.0000000000 5.0000000000 1.0731505998 0.0125000000 0.0125000000 0.0125000000 0.7214567557 0.7214567557 2.6638937922
3.0000000000 6.0000000000 1.0769323702 0.0150000000 0.0150000000 0.0150000000 0.8659453303 0.8659453303 3.1915918813
3.0000000000 7.0000000000 1.0807141406 0.0175000000 0.0175000000 0.0175000000 1.0105404151 1.0105404151 3.7165380974
3.0000000000 8.0000000000 1.0844959109 0.0200000000 0.0200000000 0.0200000000 1.1552589035 1.1552589035 4.2382898688
3.0000000000 9.0000000000 1.0882776813 0.0225000000 0.0225000000 0.0225000000 1.3001173245 1.3001173245 4.7564119417
3.0000000000 10.0000000000 1.0920594517 0.0250000000 0.0250000000 0.0250000000 1.4451318126 1.4451318126 5.2704773535
3.0000000000 11.0000000000 1.0958412221 0.0275000000 0.0275000000 0.0275000000 1.5903180861 1.5903180861 5.7800683785
3.0000000000 12.0000000000 1.0996229925 0.0300000000 0.0300000000 0.0300000000 1.7356914336 1.7356914336 6.2847774405
3.0000000000 13.0000000000 1.1034047629 0.0325000000 0.0325000000 0.0325000000 1.8812667098 1.8812667098 6.7842079914
3.0000000000 14.0000000000 1.1071865332 0.0350000000 0.0350000000 0.0350000000 2.0270583414 2.0270583414 7.2779753498
3.0000000000 15.0000000000 1.1109683036 0.0375000000 0.0375000000 0.0375000000 2.1730803418 2.1730803418 7.7657074995
3.0000000000 16.0000000000 1.1147500740 0.0400000000 0.0400000000 0.0400000000 2.3193463359 2.3193463359 8.2470458416
3.0000000000 17.0000000000 1.1185318444 0.0425000000 0.0425000000 0.0425000000 2.4658695947 2.4658695947 8.7216458994
3.0000000000 18.0000000000 1.1223136148 0.0450000000 0.0450000000 0.0450000000 2.6126630787 2.6126630787 9.1891779724
3.0000000000 19.0000000000 1.1260953852 0.0475000000 0.0475000000 0.0475000000 2.7597394905 2.7597394905 9.6493277359
3.0000000000 20.0000000000 1.1298771556 0.0500000000 0.0500000000 0.0500000000 2.9071113356 2.9071113356 10.1017967846
3.0000000000 21.0000000000 1.1336589259 0.0525000000 0.0525000000 0.0525000000 3.0547909902 3.0547909902 10.5463031169
3.0000000000 22.0000000000 1.1374406963 0.0550000000 0.0550000000 0.0550000000 3.2027907762 3.2027907762 10.9825815580
3.0000000000 23.0000000000 1.1412224667 0.0575000000 0.0575000000 0.0575000000 3.3511230417 3.3511230417 11.4103841179
3.0000000000 24.0000000000 1.1450042371 0.0600000000 0.0600000000 0.0600000000 3.4998002452 3.4998002452 11.8294802855
3.0000000000 25.0000000000 1.1487860075 0.0625000000 0.0625000000 0.0625000000 3.6488350438 3.6488350438 12.2396572525
3.0000000000 26.0000000000 1.1525677779 0.0650000000 0.0650000000 0.0650000000 3.7982403825 3.7982403825 12.6407200694
3.0000000000 27.0000000000 1.1563495483 0.0675000000 0.0675000000 0.0675000000 3.9480295841 3.9480295841 13.0324917295
3.0000000000 28.0000000000 1.1601313186 0.0700000000 0.0700000000 0.0700000000 4.0982164379 4.0982164379 13.4148131811
3.0000000000 29.0000000000 1.1639130890 0.0725000000 0.0725000000 0.0725000000 4.2488152849 4.2488152849 13.7875432654
3.0000000000 30.0000000000 1.1676948594 0.0750000000 0.0750000000 0.0750000000 4.3998410993 4.3998410993 14.1505585821
3.0000000000 31.0000000000 1.1714766298 0.0775000000 0.0775000000 0.0775000000 4.5513095633 4.5513095633 14.5037532785
3.0000000000 32.0000000000 1.1752584002 0.0800000000 0.0800000000 0.0800000000 4.7032371341 4.7032371341 14.8470387660
3.0000000000 33.0000000000 1.1790401706 0.0825000000 0.0825000000 0.0825000000 4.8556411014 4.8556411014 15.1803433610
3.0000000000 34.0000000000 1.1828219410 0.0850000000 0.0850000000 0.0850000000 5.0085396337 5.0085396337 15.5036118535
3.0000000000 35.0000000000 1.1866037113 0.0875000000 0.0875000000 0.0875000000 5.1619518117 5.1619518117 15.8168050022
3.0000000000 36.0000000000 1.1903854817 0.0900000000 0.0900000000 0.0900000000 5.3158976481 5.3158976481 16.1198989594
3.0000000000 37.0000000000 1.1941672521 0.0925000000 0.0925000000 0.0925000000 5.4703980903 5.4703980903 16.4128846267
3.0000000000 38.0000000000 1.1979490225 0.0950000000 0.0950000000 0.0950000000 5.6254750079 5.6254750079 16.6957669434
3.0000000000 39.0000000000 1.2017307929 0.0975000000 0.0975000000 0.0975000000 5.7811511606 5.7811511606 16.9685641117
3.0000000000 40.0000000000 1.2055125633 0.1000000000 0.1000000000 0.1000000000 5.9374501478 5.9374501478 17.2313067612
3.0000000000 41.0000000000 1.2092943336 0.1025000000 0.1025000000 0.1025000000 6.0943963377 6.0943963377 17.4840370559
3.0000000000 42.0000000000 1.2130761040 0.1050000000 0.1050000000 0.1050000000 6.2520147759 6.2520147759 17.7268077495
3.0000000000 43.0000000000 1.2168578744 0.1075000000 0.1075000000 0.1075000000 6.4103310732 6.4103310732 17.9596811924
3.0000000000 44.0000000000 1.2206396448 0.1100000000 0.1100000000 0.1100000000 6.5693712713 6.5693712713 18.1827282956
3.0000000000 45.0000000000 1.2244214152 0.1125000000 0.1125000000 0.1125000000 6.7291616878 6.7291616878 18.3960274589
3.0000000000 46.0000000000 1.2282031856 0.1150000000 0.1150000000 0.1150000000 6.8897287399 6.8897287399 18.5996634672
3.0000000000 47.0000000000 1.2319849560 0.1175000000 0.1175000000 0.1175000000 7.0510987469 7.0510987469 18.7937263629
3.0000000000 48.0000000000 1.2357667263 0.1200000000 0.1200000000 0.1200000000 7.2132977133 7.2132977133 18.9783103015
3.0000000000 49.0000000000 1.2395484967 0.1225000000 0.1225000000 0.1225000000 7.3763510927 7.3763510927 19.1535123965
3.0000000000 50.0000000000 1.2433302671 0.1250000000 0.1250000000 0.1250000000 7.5402835334 7.5402835334 19.3194315630
3.0000000000 51.0000000000 1.2471120375 0.1275000000 0.1275000000 0.1275000000 7.7051186083 7.7051186083 19.4761673660
3.0000000000 52.0000000000 1.2508938079 0.1300000000 0.1300000000 0.1300000000 7.8708785294 7.8708785294 19.6238188830
3.0000000000 53.0000000000 1.2546755783 0.1325000000 0.1325000000 0.1325000000 8.0375838495 8.0375838495 19.7624835883
3.0000000000 54.0000000000 1.2584573487 0.1350000000 0.1350000000 0.1350000000 8.2052531533 8.2052531533 19.8922562678
3.0000000000 55.0000000000 1.2622391190 0.1375000000 0.1375000000 0.1375000000 8.3739027397 8.3739027397 20.0132279718
3.0000000000 56.0000000000 1.2660208894 0.1400000000 0.1400000000 0.1400000000 8.5435462976 8.5435462976 20.1254850152
3.0000000000 57.0000000000 1.2698026598 0.1425000000 0.1425000000 0.1425000000 8.7141945785 8.7141945785 20.2291080314
3.0000000000 58.0000000000 1.2735844302 0.1450000000 0.1450000000 0.1450000000 8.8858550676 8.8858550676 20.3241710892
3.0000000000 59.0000000000 1.2773662006 0.1475000000 0.1475000000 0.1475000000 9.0585316567 9.0585316567 20.4107408787
3.0000000000 60.0000000000 1.2811479710 0.1500000000 0.1500000000 0.1500000000 9.2322243215 9.2322243215 20.4888759746
3.0000000000 61.0000000000 1.2849297414 0.1525000000 0.1525000000 0.1525000000 9.4069288060 9.4069288060 20.5586261814
3.0000000000 62.0000000000 1.2887115117 0.1550000000 0.1550000000 0.1550000000 9.5826363164 9.5826363164 20.6200319671
3.0000000000 63.0000000000 1.2924932821 0.1575000000 0.1575000000 0.1575000000 9.7593332286 9.7593332286 20.6731239917
3.0000000000 64.0000000000 1.2962750525 0.1600000000 0.1600000000 0.1600000000 9.9370008101 9.9370008101 20.7179227319
3.0000000000 65.0000000000 1.3000568229 0.1625000000 0.1625000000 0.1625000000 10.1156149595 10.1156149595 20.7544382082
3.0000000000 66.0000000000 1.3038385933 0.1650000000 0.1650000000 0.1650000000 10.2951459673 10.2951459673 20.7826698162
3.0000000000 67.0000000000 1.3076203637 0.1675000000 0.1675000000 0.1675000000 10.4755582980 10.4755582980 20.8026062625
3.0000000000 68.0000000000 1.3114021340 0.1700000000 0.1700000000 0.1700000000 10.6568103973 10.6568103973 20.8142256085
3.0000000000 69.0000000000 1.3151839044 0.1725000000 0.1725000000 0.1725000000 10.8388545259 10.8388545259 20.8174954203
3.0000000000 70.0000000000 1.3189656748 0.1750000000 0.1750000000 0.1750000000 11.0216366206 11.0216366206 20.8123730242
3.0000000000 71.0000000000 1.3227474452 0.1775000000 0.1775000000 0.1775000000 11.2050961863 11.2050961863 20.7988058663
3.0000000000 72.0000000000 1.3265292156 0.1800000000 0.1800000000 0.1800000000 11.3891662177 11.3891662177 20.7767319734
3.0000000000 73.0000000000 1.3303109860 0.1825000000 0.1825000000 0.1825000000 11.5737731532 11.5737731532 20.7460805117
3.0000000000 74.0000000000 1.3340927564 0.1850000000 0.1850000000 0.1850000000 11.7588368621 11.7588368621 20.7067724390
3.0000000000 75.0000000000 1.3378745267 0.1875000000 0.1875000000 0.1875000000 11.9442706637 11.9442706637 20.6587212462
3.0000000000 76.0000000000 1.3416562971 0.1900000000 0.1900000000 0.1900000000 12.1299813812 12.1299813812 20.6018337814
3.0000000000 77.0000000000 1.3454380675 0.1925000000 0.1925000000 0.1925000000 12.3158694283 12.3158694283 20.5360111522
3.0000000000 78.0000000000 1.3492198379 0.1950000000 0.1950000000 0.1950000000 12.5018289296 12.5018289296 20.4611496980
3.0000000000 79.0000000000 1.3530016083 0.1975000000 0.1975000000 0.1975000000 12.6877478745 12.6877478745 20.3771420273
3.0000000000 80.0000000000 1.3567833787 0.2000000000 0.2000000000 0.2000000000 12.8735083025 12.8735083025 20.2838781116
3.0000000000 81.0000000000 1.3605651491 0.2025000000 0.2025000000 0.2025000000 13.0589865218 13.0589865218 20.1812464294
3.0000000000 82.0000000000 1.3643469194 0.2050000000 0.2050000000 0.2050000000 13.2440533583 13.2440533583 20.0691351527
3.0000000000 83.0000000000 1.3681286898 0.2075000000 0.2075000000 0.2075000000 13.4285744339 13.4285744339 19.9474333696
3.0000000000 84.0000000000 1.3719104602 0.2100000000 0.2100000000 0.2100000000 13.6124104748 13.6124104748 19.8160323342
3.0000000000 85.0000000000 1.3756922306 0.2125000000 0.2125000000 0.2125000000 13.7954176465 13.7954176465 19.6748267392
3.0000000000 86.0000000000 1.3794740010 0.2150000000 0.2150000000 0.2150000000 13.9774479149 13.9774479149 19.5237160026
3.0000000000 87.0000000000 1.3832557714 0.2175000000 0.2175000000 0.2175000000 14.1583494327 14.1583494327 19.3626055637
3.0000000000 88.0000000000 1.3870375418 0.2200000000 0.2200000000 0.2200000000 14.3379669477 14.3379669477 19.1914081825
3.0000000000 89.0000000000 1.3908193121 0.2225000000 0.2225000000 0.2225000000 14.5161422334 14.5161422334 19.0100452364
3.0000000000 90.0000000000 1.3946010825 0.2250000000 0.2250000000 0.2250000000 14.6927145388 14.6927145388 18.8184480115
3.0000000000 91.0000000000 1.3983828529 0.2275000000 0.2275000000 0.2275000000 14.8675210564 14.8675210564 18.6165589837
3.0000000000 92.0000000000 1.4021646233 0.2300000000 0.2300000000 0.2300000000 15.0403974064 15.0403974064 18.4043330871
3.0000000000 93.0000000000 1.4059463937 0.2325000000 0.2325000000 0.2325000000 15.2111781344 15.2111781344 18.1817389683
3.0000000000 94.0000000000 1.4097281641 0.2350000000 0.2350000000 0.2350000000 15.3796972233 15.3796972233 17.9487602250
3.0000000000 95.0000000000 1.4135099344 0.2375000000 0.2375000000 0.2375000000 15.5457886142 15.5457886142 17.7053966311
3.0000000000 96.0000000000 1.4172917048 0.2400000000 0.2400000000 0.2400000000 15.7092867374 15.7092867374 17.4516653489
3.0000000000 97.0000000000 1.4210734752 0.2425000000 0.2425000000 0.2425000000 15.8700270501 15.8700270501 17.1876021318
3.0000000000 98.0000000000 1.4248552456 0.2450000000 0.2450000000 0.2450000000 16.0278465793 16.0278465793 16.9132625251
3.0000000000 99.0000000000 1.4286370160 0.2475000000 0.2475000000 0.2475000000 16.1825844683 16.1825844683 16.6287230704
3.0000000000 100.0000000000 1.4324187864 0.2500000000 0.2500000000 0.2500000000 16.3340825246 16.3340825246 16.3340825246
4.0000000000 0.0000000000 1.4324187864 0.2500000000 0.2500000000 0.2500000000 16.3340825246 16.3340825246 16.3340825246
4.0000000000 1.0000000000 1.4362005568 0.2525000000 0.2425000000 0.2525000000 16.0294631075 16.4821857689 16.4821857689
4.0000000000 2.0000000000 1.4399823271 0.2550000000 0.2350000000 0.2550000000 15.7150117941 16.6267429805 16.6267429805
4.0000000000 3.0000000000 1.4437640975 0.2575000000 0.2275000000 0.2575000000 15.3909016737 16.7676072405 16.7676072405
4.0000000000 4.0000000000 1.4475458679 0.2600000000 0.2200000000 0.2600000000 15.0573334021 16.9046364697 16.9046364697
4.0000000000 5.0000000000 1.4513276383 0.2625000000 0.2125000000 0.2625000000 14.7145367810 17.0376939585 17.0376939585
4.0000000000 6.0000000000 1.4551094087 0.2650000000 0.2050000000 0.2650000000 14.3627725062 17.1666488897 17.1666488897
4.0000000000 7.0000000000 1.4588911791 0.2675000000 0.1975000000 0.2675000000 14.0023341364 17.2913768493 17.2913768493
4.0000000000 8.0000000000 1.4626729495 0.2700000000 0.1900000000 0.2700000000 13.6335503482 17.4117603271 17.4117603271
4.0000000000 9.0000000000 1.4664547198 0.2725000000 0.1825000000 0.2725000000 13.2567875594 17.5276892021 17.5276892021
4.0000000000 10.0000000000 1.4702364902 0.2750000000 0.1750000000 0.2750000000 12.8724530217 17.6390612141 17.6390612141
4.0000000000 11.0000000000 1.4740182606 0.2775000000 0.1675000000 0.2775000000 12.4809985136 17.7457824170 17.7457824170
4.0000000000 12.0000000000 1.4778000310 0.2800000000 0.1600000000 0.2800000000 12.0829247955 17.8477676149 17.8477676149
4.0000000000 13.0000000000 1.4815818014 0.2825000000 0.1525000000 0.2825000000 11.6787870358 17.9449407773 17.9449407773
4.0000000000 14.0000000000 1.4853635718 0.2850000000 0.1450000000 0.2850000000 11.2692014715 18.0372354325 18.0372354325
4.0000000000 15.0000000000 1.4891453422 0.2875000000 0.1375000000 0.2875000000 10.8548536390 18.1245950385 18.1245950385
4.0000000000 16.0000000000 1.4929271125 0.2900000000 0.1300000000 0.2900000000 10.4365086084 18.2069733276 18.2069733276
4.0000000000 17.0000000000 1.4967088829 0.2925000000 0.1225000000 0.2925000000 10.0150237681 18.2843346253 18.2843346253
4.0000000000 18.0000000000 1.5004906533 0.2950000000 0.1150000000 0.2950000000 9.5913648629 18.3566541403 18.3566541403
4.0000000000 19.0000000000 1.5042724237 0.2975000000 0.1075000000 0.2975000000 9.1666261720 18.4239182251 18.4239182251
4.0000000000 20.0000000000 1.5080541941 0.3000000000 0.1000000000 0.3000000000 8.7420559396 18.4861246041 18.4861246041
4.0000000000 21.0000000000 1.5118359645 0.3025000000 0.0925000000 0.3025000000 8.3190884215 18.5432825690 18.5432825690
4.0000000000 22.0000000000 1.5156177348 0.3050000000 0.0850000000 0.3050000000 7.8993841642 18.5954131388 18.5954131388
4.0000000000 23.0000000000 1.5193995052 0.3075000000 0.0775000000 0.3075000000 7.4848803141 18.6425491829 18.6425491829
4.0000000000 24.0000000000 1.5231812756 0.3100000000 0.0700000000 0.3100000000 7.0778527018 18.6847355062 18.6847355062
4.0000000000 25.0000000000 1.5269630460 0.3125000000 0.0625000000 0.3125000000 6.6809908710 18.7220288930 18.7220288930
4.0000000000 26.0000000000 1.5307448164 0.3150000000 0.0550000000 0.3150000000 6.2974855421 18.7544981100 18.7544981100
4.0000000000 27.0000000000 1.5345265868 0.3175000000 0.0475000000 0.3175000000 5.9311242868 18.7822238648 18.7822238648
4.0000000000 28.0000000000 1.5383083572 0.3200000000 0.0400000000 0.3200000000 5.5863840221 18.8052987195 18.8052987195
4.0000000000 29.0000000000 1.5420901275 0.3225000000 0.0325000000 0.3225000000 5.2684966756 18.8238269571 18.8238269571
4.0000000000 30.0000000000 1.5458718979 0.3250000000 0.0250000000 0.3250000000 4.9834462700 18.8379243994 18.8379243994
4.0000000000 31.0000000000 1.5496536683 0.3275000000 0.0175000000 0.3275000000 4.7378348065 18.8477181747 18.8477181747
