frame_index,iteration,time_ps,temperature_K,pressure_GPa,mag_total_Bohr,abs_mag_total_Bohr,b000,b001
52,53,0.05199827259176252,3762.29861007,377.95,0.5519057890618652,57.6,-27.876368794666778,19.644598055595605
53,54,0.052998239372373336,3882.71512846,378.479,0.5533534132902769,57.54,-27.761840253466517,19.60565791769645
54,55,0.05399820615298415,4107.70128745,378.33000000000004,0.5170106381884226,57.5,-27.801674554540526,19.645435618225864
55,56,0.05499817293359497,4004.75287174,378.79699999999997,0.5097057974949863,57.45,-27.867447471965285,19.679371665928993
56,57,0.05599813971420579,3600.60551924,379.20500000000004,0.49497474683058323,57.38,-27.988423906180255,19.78351815305324
57,58,0.056998106494816604,3330.58915871,378.736,0.49699094559156703,57.32,-28.267664792750654,19.95902134262059
58,59,0.05799807327542742,3313.4905691,379.063,0.4921381919745713,57.26,-28.43302618146182,20.176001787254872
59,60,0.058998040056038245,2919.84296343,379.66700000000003,0.459347363114234,57.21,-28.57332270822889,20.27617258054754
60,61,0.05999800683664906,3245.91327789,379.18899999999996,0.4555216789572149,57.17,-28.681580912658262,20.446884464648424
61,62,0.06099797361725988,3225.19448816,378.979,0.4264973622427224,57.13,-28.755763919893194,20.55286336183297
62,63,0.061997940397870696,3175.98279665,374.044,0.35735136770411274,55.75,-28.68331797035125,20.556133348668013
63,64,0.06299790717848151,3671.90013428,374.023,0.32015621187164245,55.73,-28.409792836793102,20.54375661344088
64,65,0.06399787395909233,3800.76932061,373.65700000000004,0.30083217912982646,55.71,-27.99531095172993,20.38875603970694
65,66,0.06499784073970315,3544.74583635,373.111,0.2865309756378881,55.67,-27.379940880450782,20.145427570889815
66,67,0.06599780752031396,3795.41034199,372.346,0.2830194339616981,55.65,-26.556536838001083,19.782512685396863
67,68,0.06699777430092478,3775.1728146,372.306,0.3009983388658482,55.62,-25.66409895606257,19.32416618015987
68,69,0.0679977410815356,3446.80960338,371.925,0.28372521918222215,55.6,-24.647561680564532,18.798340570559144
69,70,0.06899770786214642,3426.47649486,371.543,0.2751363298439521,55.61,-23.53186891633602,18.227631170102693
70,71,0.06999767464275723,3717.17670677,371.433,0.2776688675382964,55.6,-22.286659866209657,17.52875686914619
71,72,0.07099764142336805,3453.84358277,371.528,0.28017851452243797,55.61,-21.133100649023216,16.88938341678091
72,73,0.07199760820397887,3286.56768891,371.049,0.27676705006196095,55.59,-20.01166517859455,16.314456555411585
73,74,0.07299757498458968,3651.89442274,371.425,0.2709243436828813,55.6,-19.118598526340637,15.82476486028013
74,75,0.0739975417652005,3717.78278717,371.433,0.286705423736629,55.62,-18.382240275656482,15.461135347867579
75,76,0.07499750854581133,3795.39329367,372.011,0.27367864366808015,55.64,-17.834265253107404,15.192588952514273
76,77,0.07599747532642215,4123.40767753,372.619,0.2619160170741759,55.65,-17.582526969620204,15.126105805982208
77,78,0.07699744210703297,4312.02089222,373.34000000000003,0.24596747752497686,55.67,-17.567668557267115,15.20799635659229
78,79,0.07799740888764378,3987.20663859,373.835,0.22045407685048604,55.66,-17.742842815198422,15.375492805842397
79,80,0.0789973756682546,4279.384611,375.08000000000004,0.20024984394500786,55.69,-18.103232894389357,15.648709715419841
80,81,0.07999734244886542,4593.82006716,376.081,0.18841443681416772,55.68,-18.47627237291858,15.887405845036136
81,82,0.08099730922947623,4473.09313898,377.191,0.17146428199482247,55.7,-18.9771621552186,16.21228192967
82,83,0.08199727601008705,3966.31431749,378.13800000000003,0.16492422502470644,55.7,-19.51226595384214,16.56196269011036
83,84,0.08299724279069787,4331.67252179,379.20500000000004,0.1584297951775486,55.71,-19.89684427443655,16.77606736401727
84,85,0.08399720957130868,3949.05863194,380.433,0.1407124727947029,55.71,-20.240654817195,16.933097458603267
85,86,0.0849971763519195,3977.88009542,381.173,0.13490737563232041,55.74,-20.525505035896014,17.10232971184559
86,87,0.08599714313253032,3599.09924893,381.625,0.1392838827718412,55.72,-20.601005792646397,17.05742764252888
87,88,0.08699710991314114,3717.27680353,381.73400000000004,0.13,55.74,-20.583330814382606,16.99776882041936
88,89,0.08799707669375195,3535.45984717,381.899,0.1268857754044952,55.74,-20.400568878576532,16.824133005236227
89,90,0.08899704347436277,3644.69685804,381.803,0.14352700094407325,55.74,-20.12510719844193,16.577435561252745
90,91,0.08999701025497359,3768.6929235,381.433,0.12649110640673517,55.74,-19.757854328700162,16.292819493625593
91,92,0.0909969770355844,4237.20364084,381.865,0.1268857754044952,55.76,-19.321689227722526,15.958264327196428
92,93,0.09199694381619522,3357.9625291,381.117,0.15099668870541502,55.79,-18.90493795799743,15.64270186392308
93,94,0.09299691059680604,3098.07570276,380.352,0.1449137674618944,55.79,-18.439044088025753,15.32630413386586
94,95,0.09399687737741685,3483.79729385,380.01599999999996,0.13490737563232041,55.77,-17.944715555530134,14.972383808440009
95,96,0.09499684415802767,3563.03539769,380.018,0.13490737563232041,55.78,-17.42881884148333,14.67721713945522
96,97,0.09599681093863849,3772.92666111,378.834,0.11916375287812984,55.79,-17.073272044561,14.392014539417135
97,98,0.09699677771924932,4162.55295633,379.127,0.12449899597988733,55.8,-16.706627219494766,14.18481912045672
98,99,0.09799674449986014,4578.02725725,378.685,0.13190905958272922,55.79,-16.557782496190107,14.102099776231904
99,100,0.09899671128047095,4342.60076748,378.259,0.11090536506409418,55.77,-16.589917637933613,14.126532557192153
100,101,0.09999667806108177,4494.28121206,378.868,0.11747340124470732,55.75,-16.885292964766723,14.357499673951827
101,102,0.10099664484169259,4666.85790549,378.284,0.10677078252031312,55.74,-17.258330267674108,14.63991096481599
102,103,0.1019966116223034,5030.7296457,378.81399999999996,0.11916375287812986,55.72,-17.92334687407209,15.12999486486777
103,104,0.10299657840291422,4998.20363142,379.816,0.12688577540449522,55.72,-18.846564448374796,15.793484188219239
104,105,0.10399654518352504,4689.90288942,380.804,0.1396424004376894,55.73,-19.838664491555395,16.515602860456333
105,106,0.10499651196413586,4188.91341555,381.54200000000003,0.15297058540778355,55.71,-20.79056506872883,17.19747665622967
106,107,0.10599647874474667,4150.64885085,382.40700000000004,0.17492855684535902,55.74,-21.65714352542271,17.830121553565025
107,108,0.10699644552535749,4226.39054872,383.15700000000004,0.19209372712298547,55.74,-22.43018574688275,18.426791215115934
108,109,0.1079964123059683,3675.40766417,383.846,0.22181073012818836,55.76,-22.989429130247743,18.858975063838493
109,110,0.10899637908657912,3606.05584619,384.309,0.23769728648009425,55.77,-23.34240423215026,19.148398426617337
110,111,0.10999634586718994,4127.52604552,384.868,0.23043437243605827,55.81,-23.47455417443545,19.27857735799083
111,112,0.11099631264780076,3508.2423552,384.87399999999997,0.2690724809414742,55.81,-23.458459344541307,19.31202033261097
112,113,0.11199627942841157,3620.89741237,385.298,0.2720294101747089,55.86,-23.172683066638314,19.15523649914063
113,114,0.11299624620902239,4085.27040672,384.976,0.3028200785945344,55.88,-22.825928157773088,18.932451744448883
114,115,0.11399621298963321,3376.14671664,384.635,0.30740852297878796,55.89,-22.40056244859867,18.647445325979543
115,116,0.11499617977024403,3070.01193641,384.993,0.3116087290176576,55.93,-22.040976156607087,18.359596038323907
116,117,0.11599614655085484,3344.31460999,384.224,0.33749074061372414,55.94,-21.58486415019929,18.02268594979326
117,118,0.11699611333146566,3423.25930703,383.61,0.35832945734337834,55.99,-21.29030182393154,17.734385861379558
118,119,0.11799608011207649,3297.23181906,382.582,0.3717526059088221,56.0,-21.14477608816132,17.511099136443192
119,120,0.11899604689268731,3582.97108452,382.162,0.377094152699296,56.04,-21.166716045503993,17.350468688245186
120,121,0.11999601367329812,3863.7220617,381.385,0.3716180835212409,56.05,-21.296492063333165,17.277646446294536
121,122,0.12099598045390894,3610.92449086,380.976,0.38052595180880894,56.08,-21.607997247080082,17.272408104967077
122,123,0.12199594723451976,3696.56930819,380.36199999999997,0.38858718455450897,56.07,-22.018398350923295,17.317817204520505
123,124,0.12299591401513058,3821.77985933,379.742,0.38275318418009274,56.09,-22.530710327684854,17.433700395396045
124,125,0.12399588079574139,3982.71344631,379.279,0.3809199390948182,56.12,-23.13179885355713,17.564251375256948
125,126,0.12499584757635221,4162.54327527,378.69,0.3672873534441392,56.15,-23.82227255580633,17.741094789343496
126,127,0.12599581435696303,4303.0062579,378.302,0.3536947836765479,56.18,-24.566129572879444,17.925341552951956
127,128,0.12699578113757384,4135.73007484,377.77,0.34146742157927745,56.18,-25.177553985690427,18.20483075274716
128,129,0.12799574791818466,4193.3877718,377.567,0.3207802986469088,56.22,-25.869257052978075,18.48529179603533
129,130,0.12899571469879548,4325.32056513,377.165,0.29410882339705485,56.24,-26.589458874566514,18.77252693985162
130,131,0.1299956814794063,4913.31966984,376.48,0.280178514522438,56.24,-27.325422779194387,19.11304390119432
131,132,0.1309956482600171,4536.99020025,376.563,0.2580697580112788,56.28,-27.97939521474956,19.429178151249626
132,133,0.13199561504062793,4367.57803817,376.90500000000003,0.23366642891095846,56.32,-28.569613348791446,19.728578238161592
133,134,0.13299558182123875,4436.1086001,376.00300000000004,0.2042057785666214,56.33,-29.012572175353114,19.968812653171742
134,135,0.13399554860184956,3811.67401173,376.121,0.1772004514666935,56.37,-29.368203654314065,20.14515822494382
135,136,0.13499551538246038,3702.83671462,375.61,0.1606237840420901,56.37,-29.51753287775588,20.185570291418188
136,137,0.1359954821630712,4272.26133702,375.46999999999997,0.11789826122551596,56.4,-29.57431163174934,20.20368793118414
137,138,0.136995448943682,4023.18467194,374.947,0.1,56.42,-29.537151757475126,20.12991458317689
138,139,0.13799541572429283,4068.96760853,374.494,0.053851648071345036,56.44,-29.42766429302754,20.03768955883144
139,140,0.13899538250490365,4316.68091561,374.596,0.057445626465380296,56.47,-29.26649084976421,19.89724600223962
140,141,0.13999534928551446,4671.38878216,374.524,0.07071067811865477,56.5,-29.086610319141457,19.738781523031335
141,142,0.14099531606612528,4684.26895607,374.762,0.10862780491200216,56.55,-29.102216312232496,19.700390253716375
142,143,0.1419952828467361,4289.48208176,374.89099999999996,0.14798648586948743,56.53,-29.176645757131364,19.67122532767622
143,144,0.14299524962734692,4080.24680464,375.04200000000003,0.17606816861659008,56.52,-29.418330299520438,19.749543419549386
144,145,0.14399521640795773,3555.73089838,375.346,0.21307275752662516,56.54,-29.58267550639114,19.77745893789549
145,146,0.14499518318856855,3394.68926784,376.17600000000004,0.23706539182259395,56.54,-29.968027438934826,19.884243070831364
146,147,0.14599514996917937,3570.89546445,376.375,0.2738612787525831,56.54,-30.13554413957326,19.90726319486845
147,148,0.14699511674979018,3842.30510346,376.832,0.3069201850644561,56.56,-30.42079438466385,19.950010592107557
148,149,0.147995083530401,3422.72930924,377.456,0.3189043743820395,56.56,-30.648703591365017,19.971838858701016
149,150,0.14899505031101182,3429.49342316,377.461,0.323882694814033,56.55,-30.809620192689334,19.94248781991554
150,151,0.14999501709162266,3888.27275491,377.642,0.337934904974316,56.54,-30.9559115053132,19.885323339305653
151,152,0.15099498387223348,4155.69457354,378.18600000000004,0.36578682316343764,56.57,-31.07306528443034,19.82077400734191
152,153,0.1519949506528443,3803.40169259,378.312,0.37013511046643494,56.6,-31.093684079398855,19.710744429316495
153,154,0.1529949174334551,3758.33446939,378.488,0.38897300677553454,56.6,-31.133692063294657,19.56425511967197
154,155,0.15399488421406593,3945.26677935,378.337,0.41158231254513356,56.61,-31.128216433883377,19.440083771001575
155,156,0.15499485099467675,3533.29634169,378.221,0.4259107887809371,56.64,-31.129667899719323,19.27219247544189
156,157,0.15599481777528756,3668.99335553,378.271,0.44034077712607994,56.69,-30.911781552155606,19.080930586252265
157,158,0.15699478455589838,3383.76259676,378.071,0.4659399102888698,56.72,-30.75371806314033,18.879520425105675
158,159,0.1579947513365092,3201.62799398,377.723,0.5028916384272063,56.75,-30.593912013219995,18.68353139751738
159,160,0.15899471811712002,3409.78580098,377.223,0.5284884104689526,56.77,-30.348202475769167,18.473778278816432
160,161,0.15999468489773083,3151.28044192,376.48400000000004,0.5360970061472083,56.79,-30.16069390550668,18.26475133725746
161,162,0.16099465167834165,3469.40029221,376.57399999999996,0.5746303159423457,56.83,-29.982982497912822,18.083415811111443
