serial_index,case,lattice_a_A,target_temperature_K,target_local_moment_Bohr,starting_magnetization,lambda_stage1,lambda_stage2,lambda_stage3_md,md_steps,velocity_seed,qe_requirement,lambda_bootstrap,unconstrained_bootstrap,unconstrained_bootstrap_degauss_Ry,unconstrained_bootstrap_conv_thr_Ry,unconstrained_bootstrap_mixing_beta,supercell,natoms,nraise,thermal_source_frame,displacement_selection_seed,magnetic_label_seed,bootstrap_degauss_Ry,production_degauss_Ry,mixing_mode,mixing_beta,mixing_ndim,lonestar6_partition,mpi_tasks
0,a2p39_4x2x2_m2_unconstrained_bootstrap_lambda0p100_md400,2.39,4000.0,2.0,0.125,0.005,0.02,0.1,400,320400,private patched QE 7.5 mcons=zv*starting_magnetization,0.001,True,0.08,0.02,0.05,4x2x2,32,20,27,320889,130032,0.05,0.025334,plain,0.01,40,vm-small,8
