atom,label,frac_x,frac_y,frac_z,x_ang,y_ang,z_ang,starting_magnetization,theta_deg,phi_deg,spin_x,spin_y,spin_z
89,A89,0.1659512818,0.6305714846,0.3614698648,1.6927030427072822,6.431829022647948,3.6869925520150453,0.35,76.7082460517,108.2251578117,-0.10653089956528992,0.323536715534512,0.0804683859596448
90,A90,0.3843318522,0.6033422351,0.3864808381,3.920184819134464,6.1540906829415185,3.9421044749045775,0.35,40.3043375731,169.9558734596,-0.2229268134284158,0.03948506183808297,0.266916776816848
91,A91,0.642960906,0.6285327077,0.3783757687,6.558201118564852,6.411033498656814,3.859432768570498,0.35,96.6638354167,321.6737379116,0.27271728750922564,-0.2155821771643447,-0.04061534171580306
92,A92,0.8467099071,0.6056374907,0.3539491594,8.636440890922787,6.177502289623733,3.610281358369507,0.35,43.2167024999,83.2191253859,0.0282979486032565,0.23798938503006548,0.2550691645767059
93,A93,0.1089962125,0.8895661831,0.3715313077,1.1117613467106073,9.073574897948594,3.7896192676759757,0.35,102.3007577988,157.4020741468,-0.3157103065956536,0.13140410767073502,-0.07456515806015772
94,A94,0.4042166173,0.9040724039,0.3939044476,4.123009419361744,9.22153834734175,4.017825290388635,0.35,114.2744544567,97.6255619228,-0.0423381950727173,0.3162337454600579,-0.1438877877732778
95,A95,0.6247231364,0.8558790088,0.3790302873,6.3721758721234325,8.729965726513917,3.866108858165658,0.35,148.8402240066,306.3922915418,0.10744809336522143,-0.1457801067079139,-0.2995047040038067
96,A96,0.8231424093,0.8171524405,0.3731606901,8.396052417857932,8.33495473724043,3.806238967845196,0.35,78.7447619807,48.1613358455,0.22897230332211677,0.25574404987637367,0.06831299484135821
97,A97,0.0923161507,0.1364368945,0.5413420796,0.941624719532079,1.3916562978767089,5.521689108667118,0.35,39.8424009711,182.0284841524,-0.22409681117923377,-0.0079371788819086,0.2687333630398269
98,A98,0.3819581866,0.1218103543,0.5935646296,3.8959734304672056,1.242465590626502,6.054359108706451,0.35,91.9610930664,162.16063151,-0.3329765523746541,0.1071595069405196,-0.01197729689679471
99,A99,0.6715094447,0.1652357429,0.6294054985,6.8493962078596455,1.6854045460637608,6.419935964650342,0.35,107.7296169292,356.8011817576,0.33285703960969687,-0.01860271083491777,-0.10658391216248872
100,B01,0.8870853186,0.1440584809,0.6033232212,9.048270080521782,1.4693964777030057,6.153896741165146,0.35,65.9205808824,312.0243956781,0.21391727736139493,-0.23737587182782574,0.14280088907379979
101,B02,0.1272428185,0.3841181695,0.6460145712,1.2978767244303409,3.918005255635221,6.5893485030224115,0.35,61.8806349432,194.4528795046,-0.298919667347889,-0.07704366201551188,0.16495849967754597
102,B03,0.3464415967,0.3579080105,0.6158956885,3.533704220261462,3.6506616388344155,6.282135905227135,0.35,59.786649375,30.140528798,0.26156214067888217,0.15186956157014259,0.17612746189045395
103,B04,0.6250237226,0.3846004605,0.6645565033,6.375241851306101,3.9229246237432314,6.7784762069058155,0.35,129.5747369918,327.1226163204,0.22656877385190058,-0.1464470828397367,-0.2229794668640537
104,B05,0.91096735,0.4138017297,0.6638416648,9.291866796246643,4.220777564013527,6.7711848543421596,0.35,120.1326173162,239.0756178907,-0.15556100682615212,-0.25967266589370197,-0.1757011091111597
105,B06,0.0902050287,0.6606740952,0.6328656077,0.9200912755347438,6.738875645026326,6.455229077830379,0.35,59.8452866249,249.6375137644,-0.10530444358857151,-0.2837235691748141,0.17581783315467694
106,B07,0.3756443262,0.5869928002,0.6287714243,3.8315720555914794,5.987326450079928,6.4134684079312825,0.35,18.6763378161,286.7158666801,0.03223641103955502,-0.10734154600192626,0.33156991164037364
107,B08,0.6109554768,0.5988461971,0.6642588973,6.231745746829406,6.10823109619907,6.775440625762579,0.35,31.1597759934,126.3922915418,-0.10744809336522158,0.1457801067079138,0.2995047040038067
108,B09,0.8913974166,0.620613277,0.6698240638,9.092253479299314,6.330255307027326,6.832205323001108,0.35,49.5785528608,22.5063896178,0.24615954062852297,0.10199478336492739,0.22694172098557827
109,B10,0.1231689602,0.8706319928,0.5979939699,1.2563233705473684,8.880446160500007,6.09953837892162,0.35,98.5694356944,317.7168019587,0.2560491452317874,-0.2328495766365541,-0.05215275530831085
110,B11,0.3815026879,0.8974086642,0.5910253525,3.891327343814085,9.153568203672759,6.0284584827707794,0.35,134.8412591819,147.6847084562,-0.20973500337993597,0.13266732448971935,-0.24680074831725646
111,B12,0.6189496517,0.8743979931,0.6481558681,6.313286329284638,8.9188593628417,6.611189730993991,0.35,118.8473830564,47.6469120868,0.20653396561781803,0.2265558024722789,-0.16886737225503237
112,B13,0.8708280921,0.8573532104,0.66590029,8.882446373322605,8.745002582552736,6.792182830989508,0.35,96.0374180617,249.5754612989,-0.12146323914290738,-0.32617715717817514,-0.036812276105626755
113,B14,0.1240541786,0.1176577806,0.9089705944,1.2653525980585263,1.2001093396785432,9.271499889507494,0.35,26.0496912861,235.7641901559,-0.08647315165280879,-0.127070471444128,0.31444473175774046
114,B15,0.3614632785,0.0964346081,0.8657813072,3.6869253717563013,0.983632984226545,8.830969168305202,0.35,111.5535310282,264.1740798774,-0.033042976351107756,-0.32384478146784784,-0.12857962214092092
115,B16,0.6705929041,0.1316647381,0.8547117114,6.840047493914463,1.3429803035069263,8.718059293256562,0.35,153.9503087139,55.7641901559,0.08647315165280879,0.12707047144412795,-0.3144447317577405
